PAGA FOOTBALL APP — BASE DE DONNÉES EXERCICES COMPLÈTE (1150 exercices · PAGA + OTA + TC);;;;;;;;;;;;;;;;;;;;;;;;;
EXERCISE_ID;EXERCISE_NAME;MAIN_CATEGORY;SUB_CATEGORY;OBJECTIVE_PRIMARY;OBJECTIVE_SECONDARY;ENVIRONMENT;EQUIPMENT;EQUIPMENT_LEVEL;PRIORITY;SESSION_ROLE;MOVEMENT_PATTERN;VECTOR;CONTRACTION_TYPE;INTENSITY;NEURAL_LOAD;MECHANICAL_LOAD;METABOLIC_LOAD;SOLO_ONLY;FOOTBALL_TRANSFER;COMPATIBLE_DAYS;LEVEL;AGE_GROUP;POSITION_RELEVANCE;CONTRAINDICATIONS;PROGRESSION_GROUP
EX0749;Band TriPhasic Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; triphasique; triphasic";gym;Barre+bandes;pro;secondary;main;squat;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0750;Landmine Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; landmine; accessible";gym;Barre+coin;pro;core;main;squat;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0751;Pistol Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; unilat; avancé";gym;Aucun/TRX;standard;secondary;main;squat;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0752;Spanish Squat ISO;lower_body_strength;squat_pattern;lower_body_strength;"squat; isométrique; tendinite";field;Élastique;standard;core;main;squat;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0753;Spanish Squats;lower_body_strength;squat_pattern;lower_body_strength;"squat; quadriceps; tendon_rotulien";field;Élastique+appui;standard;core;main;squat;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0754;Conventional Deadlift;lower_body_strength;hinge_pattern;lower_body_strength;"deadlift; force_max";gym;Barre;pro;secondary;power;hinge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hinge_pattern_series
EX0755;Deficit Deadlift;lower_body_strength;hinge_pattern;lower_body_strength;"deadlift; déficit; surcharge";gym;Barre+plateforme;pro;secondary;main;hinge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hinge_pattern_series
EX0756;Rack Pulls;lower_body_strength;hinge_pattern;lower_body_strength;"deadlift; force_max; partiel";gym;Barre+rack;pro;secondary;power;hinge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hinge_pattern_series
EX0757;Squat stato-dynamique;lower_body_strength;squat_pattern;lower_body_strength;"squat; stato-dynamique; iso";gym;Barre/haltères;pro;secondary;main;squat;horizontal;isometric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0758;Squat russes;lower_body_strength;squat_pattern;lower_body_strength;"squat; russien; genou";gym;Barre légère;pro;core;main;squat;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;knee;squat_pattern_series
EX0759;Squat TRX;lower_body_strength;squat_pattern;lower_body_strength;"squat; trx; accessible";gym;TRX;standard;core;main;squat;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0760;TRX squat 1 jambe;lower_body_strength;squat_pattern;lower_body_strength;"squat; unilat; trx";gym;TRX;standard;secondary;main;squat;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0761;Bulgarian split squat;lower_body_strength;hip_extension;lower_body_strength;"force; unilat; fessiers";gym;Haltères/barre;pro;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;hip_extension_series
EX0762;Fente avant marchée;lower_body_strength;squat_pattern;lower_body_strength;"force; unilat; mobilité";gym;Haltères;standard;core;main;carry;horizontal;post_isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0763;Step-up explosif droit;lower_body_strength;squat_pattern;lower_body_strength;"force; unilat; puissance";gym;Box+haltères;standard;secondary;power;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0764;Single leg squat (pistol partiel);lower_body_strength;squat_pattern;lower_body_strength;"force; unilat; avancé";gym;Aucun/TRX;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0765;Elevated Reverse Lunge;lower_body_strength;lunge_pattern;lower_body_strength;"fente; élevée; quadriceps";gym;Banc+haltères;standard;core;main;lunge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;lunge_pattern_series
EX0766;Goblet Stationary Lateral Lunge;lower_body_strength;lunge_pattern;lower_body_strength;"fente; latérale; adducteurs";gym;Kettlebell;standard;core;main;lunge;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_pattern_series
EX0767;Iso-Extreme Split Squats;lower_body_strength;lunge_pattern;lower_body_strength;"fente; iso; triphasic";gym;Haltères;standard;secondary;main;lunge;horizontal;isometric;moderate;moderate;high;moderate;yes;moderate;MD+3,MD-2;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0768;DB Oscillatory Bulgarian Split Squats;lower_body_strength;lunge_pattern;lower_body_strength;"fente; oscillatoire; triphasic";gym;Haltères;standard;secondary;main;lunge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0769;Iso Bulgarian Split Squats;lower_body_strength;lunge_pattern;lower_body_strength;"fente; iso; bulgarian";gym;Banc;standard;secondary;main;lunge;horizontal;isometric;moderate;moderate;high;moderate;yes;moderate;MD+3,MD-2;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0770;Curtsy Lunge;lower_body_strength;hip_extension;lower_body_strength;"fente; latérale; fessiers";gym;Haltères;standard;core;main;lunge;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;hip_extension_series
EX0771;Barbell Split Squat;lower_body_strength;lunge_pattern;lower_body_strength;"fente; barre; force_max";gym;Barre;pro;secondary;power;lunge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0772;Fentes isométriques barre;lower_body_strength;lunge_pattern;lower_body_strength;"fente; isométrique; barre";gym;Barre;pro;secondary;main;lunge;horizontal;isometric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0773;Fentes bulgares haltères;lower_body_strength;lunge_pattern;lower_body_strength;"fente; bulgarian; haltères";gym;Haltères;standard;secondary;main;lunge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lunge_pattern_series
EX0774;Hip thrust barre;lower_body_strength;hip_extension;lower_body_strength;"fessiers; sprint; hip_thrust";gym;Barre+banc;pro;secondary;main;sprint;horizontal;concentric;high;high;high;high;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;hip_extension_series
EX0775;Hip thrust unilatéral D;coordination;rhythm;coordination;"fessiers; unilat";gym;Banc;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0776;Glute bridge bilatéral;coordination;rhythm;coordination;"fessiers; activation";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0777;Kettlebell swing bilatéral;coordination;rhythm;coordination;"chaîne_post; explosif; cardio";gym;Kettlebell;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0778;Banded KB Swing;coordination;rhythm;coordination;"chaîne_post; élastique";field;KB+élastique;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0779;Cable Pull Throughs;coordination;rhythm;coordination;"chaîne_post; hip_extension";field;none;minimal;core;main;hinge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0780;Hanging Snatch High Pull;coordination;rhythm;coordination;"explosif; chaîne_post; power";gym;Barre;pro;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;intermediate;U16_U18,adult;universal;;rhythm_series
EX0781;Hang Clean;coordination;rhythm;coordination;"olympic; chaîne_post; power";gym;Barre;pro;advanced;main;sprint;horizontal;concentric;high;high;very_high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;rhythm_series
EX0782;Single Leg Glute Bridge with Opposite Tucked;coordination;rhythm;coordination;"fessiers; unilat";field;none;minimal;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0783;Iso-Single Leg Hip Thrust;lower_body_strength;hip_extension;lower_body_strength;"fessiers; iso; hip_thrust";gym;Banc;standard;core;main;sprint;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;hip_extension_series
EX0784;Hamstring Focus Glute Bridge;coordination;rhythm;coordination;"fessiers; ischios";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;hamstring;rhythm_series
EX0785;Hip thrust lombaires + élastique;trunk_extension;lumbar_extension;trunk_extension;"fessiers; lombaires; élastique";field;Élastique+banc;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;back;lumbar_extension_series
EX0786;Spanish squat isométrique;lower_body_strength;unilateral_stability;lower_body_strength;"isométrique; quadriceps; tendinite";field;Élastique;standard;core;main;sprint;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;unilateral_stability_series
EX0787;Wall sit bilatéral;lower_body_strength;unilateral_stability;lower_body_strength;"isométrique; quadriceps";field;Mur;standard;core;main;sprint;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;unilateral_stability_series
EX0788;Contraction isométrique adducteurs;lower_body_strength;unilateral_stability;lower_body_strength;"isométrique; adducteurs; prévention";field;none;minimal;core;prehab;sprint;horizontal;isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;unilateral_stability_series
EX0789;Mid-thigh pull isométrique;lower_body_strength;unilateral_stability;lower_body_strength;"isométrique; force_max; test";gym;Barre+rack;pro;secondary;power;sprint;horizontal;isometric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;unilateral_stability_series
EX0790;Iso-Extreme Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; iso; tendineux";field;none;minimal;core;main;squat;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0791;BB Iso Squats;lower_body_strength;squat_pattern;lower_body_strength;"squat; iso; barre";gym;Barre+rack;pro;core;main;squat;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0792;Isometric Trap Bar Deadlift Staggered;lower_body_strength;hinge_pattern;lower_body_strength;"deadlift; iso; unilat";gym;Trap bar+rack;pro;specialist;main;hinge;horizontal;isometric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hinge_pattern_series
EX0793;Isometric Trap Bar Deadlift Standard;lower_body_strength;hinge_pattern;lower_body_strength;"deadlift; iso; force_max";gym;Trap bar+rack;pro;specialist;power;hinge;horizontal;isometric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hinge_pattern_series
EX0794;Overcoming Iso Trap Bar Split Lunge;lower_body_strength;lunge_pattern;lower_body_strength;"fente; iso; overcoming";gym;Trap bar+rack;pro;specialist;main;lunge;horizontal;isometric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0795;Hex bar jump (force-vitesse);plyometric_power;contrast_power;plyometric_power;"force_vitesse; puissance";gym;Trap bar;pro;specialist;power;sprint;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;intermediate;U16_U18,adult;universal;;contrast_power_series
EX0796;Back squat force-vitesse (>0.8 m/s);plyometric_power;contrast_power;plyometric_power;"force_vitesse; profil_fv";gym;Barre+chrono vel;pro;secondary;power;sprint;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;intermediate;U16_U18,adult;universal;;contrast_power_series
EX0797;Hip thrust force-vitesse;lower_body_strength;hip_extension;lower_body_strength;"force_vitesse; fessiers; sprint";gym;Barre légère;pro;secondary;power;sprint;horizontal;concentric;high;high;high;high;yes;high;MD+3;intermediate;U16_U18,adult;universal;;hip_extension_series
EX0798;Sled March;acceleration;resisted_acceleration;acceleration;"sled; force_horizontale; position_basse";gym;Traîneau;pro;specialist;main;sprint;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;resisted_acceleration_series
EX0799;Sled Sprints;acceleration;resisted_acceleration;acceleration;"sled; sprint; force_horizontale";gym;Traîneau;pro;specialist;main;sprint;horizontal;concentric;very_high;very_high;very_high;high;yes;high;MD+3;intermediate;U16_U18,adult;universal;;resisted_acceleration_series
EX0800;Sled Drag;acceleration;resisted_acceleration;acceleration;"sled; drag; chaîne_post";gym;Traîneau;pro;specialist;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;resisted_acceleration_series
EX0801;Trap barre dead lift jump squat;plyometric_power;vertical_power;plyometric_power;"force_vitesse; trap_bar; jump";gym;Trap bar;pro;specialist;power;jump;horizontal;stretch_shortening;very_high;very_high;very_high;low;yes;high;MD+3;intermediate;U16_U18,adult;universal;;vertical_power_series
EX0802;Back squat excentrique lent (4s);lower_body_strength;hamstrings;lower_body_strength;"excentrique; hypertrophie; contrôle";gym;Barre;pro;secondary;main;sprint;horizontal;eccentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hamstrings_series
EX0803;RDL excentrique 4s descendant;lower_body_strength;hamstrings;lower_body_strength;"excentrique; ischios; prévention";gym;Barre;pro;secondary;prehab;sprint;horizontal;eccentric;high;high;high;moderate;yes;moderate;MD+2,MD-2,MD+3;intermediate;U16_U18,adult;universal;hamstring;hamstrings_series
EX0804;Nordic hamstring flywheel;lower_body_strength;hamstrings;lower_body_strength;"excentrique; ischios; flywheel";field;none;minimal;secondary;main;sprint;horizontal;eccentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;hamstring;hamstrings_series
EX0805;Calf raise excentrique (4s);acceleration;resisted_acceleration;acceleration;"excentrique; cheville; achille";gym;Marche/box;standard;core;main;sprint;horizontal;eccentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;resisted_acceleration_series
EX0806;DB/BB Oscillatory Split Squats;lower_body_strength;lunge_pattern;lower_body_strength;"fente; oscillatoire; triphasique";gym;Haltères/barre;pro;secondary;main;lunge;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_pattern_series
EX0807;Eccentric Chin Ups;lower_body_strength;hamstrings;lower_body_strength;"dos; excentrique; traction";gym;Barre traction;pro;secondary;main;sprint;horizontal;eccentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;back;hamstrings_series
EX0808;Squat RLD élastique (excentrique);lower_body_strength;hinge_pattern;lower_body_strength;"chaîne_post; excentrique; élastique";field;Élastique;standard;core;main;sprint;horizontal;eccentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;hinge_pattern_series
EX0809;Fente bodyweight alternée;coordination;rhythm;coordination;"bodyweight; unilat";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0810;Push-up classique;coordination;rhythm;coordination;"bodyweight; poussée";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0811;Pull-up (traction);coordination;rhythm;coordination;"bodyweight; dos";gym;Barre traction;pro;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;back;rhythm_series
EX0812;Squat avec bande élastique;lower_body_strength;squat_pattern;lower_body_strength;"force; élastique; accessible";field;Élastique;standard;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;squat_pattern_series
